Point,"hb_ocp1dbm_value","hb_peakPAE_value","hb_gainAt-20dbm_value","hb_PinAtOcp1dbm_value","hb_PAEAtOcp1dbm","hb_comp_curve","hb_outputPowerW_curve","hb_outputPowerDBM_curve","hb_PAE_curve"
302,11.9948668296783,24.9218608397346,18.7187588662338,-5.72728276449876,9.69500252548396,wave,wave,wave,wave
303,11.5506041293358,23.5933238479467,18.2142101542833,-5.67308389854154,8.98795703738446,wave,wave,wave,wave
304,11.5356591084906,21.6454553605797,18.8142367361441,-6.27742525779035,7.52224732340439,wave,wave,wave,wave
305,12.048507205298,25.352487305313,18.8935914706501,-5.8520225937686,10.0851319336825,wave,wave,wave,wave
306,11.8198046495915,24.8984939468382,18.1676192005721,-5.35750015838805,10.0260284754476,wave,wave,wave,wave
307,12.0729465969587,24.747661026589,18.9212211511033,-5.83946171703278,9.49846860789221,wave,wave,wave,wave
308,11.3826466222528,22.3744398124079,18.0233532787176,-5.64702953407802,8.26786503718457,wave,wave,wave,wave
309,11.9619787209674,25.2793177629342,17.8905433622615,-4.93938729673475,11.7279320887502,wave,wave,wave,wave
310,11.7215782992446,23.5779450490232,18.3604682458657,-5.64243577900416,8.83709573595036,wave,wave,wave,wave
311,11.9467013783012,24.6399818505651,18.7247471650686,-5.78134730035064,9.36690856444208,wave,wave,wave,wave
312,11.6897152014987,22.702561198089,19.1535289029121,-6.45837431349809,7.66403445814595,wave,wave,wave,wave
313,11.6231599452384,23.7712419753893,18.2145138623681,-5.60497291640576,9.05203456343554,wave,wave,wave,wave
314,12.1251562885674,25.3938755591194,18.6603708183069,-5.53948989288995,10.2540379467511,wave,wave,wave,wave
315,11.6722480706702,24.0512648912638,18.0527015063984,-5.39008731609517,9.07272515902795,wave,wave,wave,wave
316,11.9351354633013,24.9161949260743,18.4562085515027,-5.52458791377794,9.79672021633658,wave,wave,wave,wave
317,11.6641056710266,23.7070507463241,18.0834086169698,-5.42013975125514,9.46472691018693,wave,wave,wave,wave
318,12.3230468170356,25.7594082026618,18.4182373052563,-5.09008110338845,11.7894298467515,wave,wave,wave,wave
319,11.8955994952022,24.663775713894,19.1784787298666,-6.29105936286569,9.02491185692127,wave,wave,wave,wave
320,11.8461033079484,24.1337298418109,18.3474451774022,-5.500981284401,9.3493093198838,wave,wave,wave,wave
321,11.6369101835124,23.5122945902794,18.302156205705,-5.68183371763128,8.72634810385292,wave,wave,wave,wave
322,12.0184076548004,24.9312647411014,18.6278610716469,-5.6079655814647,9.86853643734029,wave,wave,wave,wave
323,11.6666195342027,24.4339143434769,17.6530276582115,-4.9979466516422,10.7404924329499,wave,wave,wave,wave
324,11.9700532169048,25.1098042981732,18.1802316185757,-5.21752142708664,10.3873402029546,wave,wave,wave,wave
325,11.6600875385668,23.0340613621325,18.9309561865936,-6.27545580111177,8.21462439337305,wave,wave,wave,wave
326,12.0584971350214,25.1066919996673,19.0319681937628,-5.96829502982041,9.46624898256345,wave,wave,wave,wave
327,11.897030837475,24.5752159769918,18.7668208506587,-5.8730995910412,9.63364025329273,wave,wave,wave,wave
328,11.6121580206246,24.3236812892441,17.8819427521878,-5.28074870973786,9.71212918000675,wave,wave,wave,wave
329,11.9343787886013,24.3702747758087,19.0179178362874,-6.08421784328252,8.98096282624662,wave,wave,wave,wave
330,11.8609480950318,24.6689023056902,18.0198011886071,-5.16815402001689,9.76830736242958,wave,wave,wave,wave
331,11.4355192453894,23.2140635299353,17.8645275464302,-5.44194881770057,8.93854965512536,wave,wave,wave,wave
332,11.6556687065143,23.9801546932331,18.2023665457665,-5.55871880779982,9.17496521302566,wave,wave,wave,wave
333,11.7643021060597,23.3448783831739,19.1888156733177,-6.41668495023699,8.20829480837686,wave,wave,wave,wave
334,11.5662227710015,22.1418067876524,18.7214362615828,-6.15879295882185,7.60064430663673,wave,wave,wave,wave
335,12.1014637551807,25.5307972930233,18.5728975015171,-5.47439476272779,10.6921568812516,wave,wave,wave,wave
336,12.1919171914354,25.5727857734356,18.4710459047043,-5.27742036294175,10.8974631840733,wave,wave,wave,wave
337,11.7265439234014,23.1855404952062,18.9713726833561,-6.24348287528495,8.26111179065868,wave,wave,wave,wave
338,11.8136348792171,24.2350632619413,18.6621941337039,-5.85478115494874,8.93070959062009,wave,wave,wave,wave
339,11.5903684852746,23.2006417509439,18.4757609651543,-5.88536621454125,8.7555900089688,wave,wave,wave,wave
340,11.9740996852316,24.4927499700905,18.6755484665806,-5.69688768741893,9.44857026357101,wave,wave,wave,wave
341,11.6852957255975,23.6377168032147,18.4570718289474,-5.78010955342225,8.82235821720092,wave,wave,wave,wave
342,11.8912581459138,24.6295384978223,18.374721032643,-5.48803641907051,9.763764003142,wave,wave,wave,wave
343,11.3347973468362,23.7543305959053,16.9023927724159,-4.58588929099687,9.73288496896178,wave,wave,wave,wave
344,11.8685440398338,24.9830739377232,18.3124975286072,-5.45230914755779,10.0793620077816,wave,wave,wave,wave
345,11.9298103106271,25.3137890541136,18.4606377488077,-5.5370185287279,10.501522643156,wave,wave,wave,wave
346,11.5339571233048,23.6193547360526,17.6087652485834,-5.08081856006078,9.54177538907029,wave,wave,wave,wave
347,11.8576999223557,24.7435167802951,18.523573953116,-5.67378734967305,9.58695101568752,wave,wave,wave,wave
348,11.7647643892976,24.6911719919599,18.081416933952,-5.32550546825938,10.0260046981903,wave,wave,wave,wave
349,12.2452591686964,25.8089285436716,19.5703437562777,-6.31837315747015,9.69358778943054,wave,wave,wave,wave
350,11.676467496852,23.9225051647735,18.1529326357906,-5.4856491042911,9.12196954642544,wave,wave,wave,wave
351,11.9570690383986,24.3927961591726,18.7852742576064,-5.82468980331117,9.39107753093391,wave,wave,wave,wave
352,11.8358567077316,24.9090917571202,18.1035518060874,-5.28649139772874,9.87680384930023,wave,wave,wave,wave
353,11.9703163686215,24.8134122652451,18.4287841196728,-5.45971717364683,9.84678281395711,wave,wave,wave,wave
354,11.781876852925,24.3110795418692,18.4584555018239,-5.68045636964597,9.5113524492615,wave,wave,wave,wave
355,11.4762735151318,21.1614694380244,18.5441941019851,-6.07603238827162,7.47886275370278,wave,wave,wave,wave
356,11.6322806065365,23.3486323981731,18.5152878560445,-5.89080145508758,8.65008912150638,wave,wave,wave,wave
357,11.9819621240145,23.9371020256661,19.0433463285809,-6.06266788703953,8.67919362626986,wave,wave,wave,wave
358,11.9084912177086,24.7622306010423,18.6818883738165,-5.77733238874642,10.0435610597049,wave,wave,wave,wave
359,12.0433012217811,25.1746734789612,18.7200925802296,-5.67315250762791,10.0922072179774,wave,wave,wave,wave
360,11.7853979817024,23.8788058515753,19.1444281670766,-6.36434307448414,8.44106437986129,wave,wave,wave,wave
361,11.4520244087745,23.4834334814519,17.7635889485263,-5.31993326297461,9.19088188352625,wave,wave,wave,wave
362,12.0470955293658,25.107322789153,18.8140337215369,-5.76475862830278,9.92218486960892,wave,wave,wave,wave
363,11.6557283449385,24.0679439331116,17.9178794332429,-5.27337625601807,9.18946525030889,wave,wave,wave,wave
364,11.8107512443879,24.2534812725574,19.0423049543369,-6.231852214164,8.85543164274556,wave,wave,wave,wave
365,11.7821625142496,23.7482881366369,18.5329291495238,-5.75529121622653,9.0012837757089,wave,wave,wave,wave
366,12.3639849047644,25.9788144116312,18.2240600651641,-4.86381442692751,12.7105730849388,wave,wave,wave,wave
367,11.8688453788731,24.2764230496853,18.663515766374,-5.7965805807845,9.16887851115481,wave,wave,wave,wave
368,11.6345227837186,23.1853096296591,18.7607018371871,-6.12813633717598,8.30223604257966,wave,wave,wave,wave
369,12.1543070872721,24.875979904932,18.915642030813,-5.75368163511738,9.57532176476018,wave,wave,wave,wave
370,11.7570317263605,24.2031266359899,18.479953475688,-5.73736532686872,9.30876828724943,wave,wave,wave,wave
371,11.8076569919072,24.5232716081528,18.2938106415876,-5.49044930696629,9.67847474278206,wave,wave,wave,wave
372,11.7612511774521,24.5825643096055,18.188791587625,-5.43689393650792,9.80948242820351,wave,wave,wave,wave
373,11.1749980526315,22.0225952179407,17.485894362578,-5.32481308476895,8.23360140001876,wave,wave,wave,wave
374,11.651871252581,23.9260446698109,18.0277640169905,-5.38460495591061,9.10356856560156,wave,wave,wave,wave
375,11.769768939612,23.2167878047893,19.4538611279682,-6.68797499181028,7.68390577556987,wave,wave,wave,wave
376,12.0691724722268,25.1539156507509,19.1539264751183,-6.08215217797543,9.50903189295239,wave,wave,wave,wave
377,11.6966603087798,23.3236042798174,18.1564110371239,-5.45582602095952,9.0274026615089,wave,wave,wave,wave
378,11.9663311688527,25.2217016238767,18.0276454109672,-5.07076945192836,11.0904606168349,wave,wave,wave,wave
379,11.6285219716044,23.2837823510182,18.2968831334586,-5.67478200166865,8.60759455968824,wave,wave,wave,wave
380,12.0618125835,25.1906268348625,19.3936488435452,-6.3312606288222,9.41258215293185,wave,wave,wave,wave
381,11.6898882755314,24.5040357339425,17.9465300583242,-5.2674971417814,9.96365573020023,wave,wave,wave,wave
382,11.8024363279204,24.2358940318238,18.4687730120306,-5.6672875019637,9.45325524827765,wave,wave,wave,wave
383,11.394533888719,23.3505487224434,17.5770878434688,-5.19755780768244,8.88216850600429,wave,wave,wave,wave
384,11.1685298344415,20.88991401831,17.3715476149954,-5.22090551764024,7.77128487398655,wave,wave,wave,wave
385,11.8563424473094,24.9713403650876,18.5298125124539,-5.68085992835259,10.1585804707382,wave,wave,wave,wave
386,12.0498119020738,24.8973118636291,18.5730050155134,-5.51845462154548,10.0911368551555,wave,wave,wave,wave
387,11.703998338549,24.1762484157963,18.2859872411883,-5.59163987702509,9.37612001858528,wave,wave,wave,wave
388,11.9514108490297,25.1700200098785,18.4315219243118,-5.48471868395921,10.1380013428253,wave,wave,wave,wave
389,11.7527979003975,24.1796168815969,18.2649882176062,-5.51080382171868,9.86716812594653,wave,wave,wave,wave
390,11.8845999559668,24.8515847092141,18.355276381284,-5.47906694445938,9.65514175063637,wave,wave,wave,wave
391,11.5097737085439,22.0821862753785,18.5503767035612,-6.04616278123702,7.86148164117446,wave,wave,wave,wave
392,11.7211869954724,24.0673018821379,18.3252518338677,-5.61288706841809,9.09870471576271,wave,wave,wave,wave
393,11.9904071091142,24.7677210357859,18.7744322043627,-5.78123048786662,9.72875619760714,wave,wave,wave,wave
394,11.5135338648565,22.7368725197012,18.062274350085,-5.5561992117271,8.60415593059136,wave,wave,wave,wave
395,11.8840164454056,24.5793329038831,18.1408232438874,-5.26275478822464,9.65069423077001,wave,wave,wave,wave
396,11.7247391474842,23.0963509152278,18.6501905293237,-5.92328331886681,8.35785665762806,wave,wave,wave,wave
397,12.1482675840819,25.3342681045397,18.3974769063787,-5.24759060931219,11.0500200132676,wave,wave,wave,wave
398,11.6981473555883,23.7379080906187,18.2823680909435,-5.59426395161131,8.98582166922938,wave,wave,wave,wave
399,11.7905872643111,24.5700870568478,19.1027627668444,-6.3173804191419,8.8810562755463,wave,wave,wave,wave
400,11.8042374943373,24.7331284497427,18.1868399787962,-5.38722271101554,10.0724528062346,wave,wave,wave,wave
401,11.6574514074511,23.9490355886413,18.2829469393801,-5.63910683886898,9.22925250793387,wave,wave,wave,wave
402,12.0954945732033,25.3710273089615,18.4374067190636,-5.34471531579573,10.4194358882993,wave,wave,wave,wave
403,11.6688521170635,23.1241631955943,19.1458339462891,-6.47900149164402,8.00192460447808,wave,wave,wave,wave
404,12.0014593884962,24.6043284291866,18.9220880256355,-5.91832097418405,9.22814821417401,wave,wave,wave,wave
405,11.6241231887402,24.0975182289274,18.1930644658847,-5.57580804192436,9.50301915824086,wave,wave,wave,wave
406,11.3790741391038,22.5298129881485,17.6283153733003,-5.25764106015583,8.55876360623973,wave,wave,wave,wave
407,11.8911610470948,24.6524866184651,18.5203225702682,-5.63353780196778,9.65270036283741,wave,wave,wave,wave
408,11.6312184950015,22.4998278233623,18.7034493310452,-6.07655867763787,7.97213620370518,wave,wave,wave,wave
409,12.0395156166593,25.463386349424,18.6003378483878,-5.56673035434879,10.514885407718,wave,wave,wave,wave
410,11.842875126968,24.4308479361216,18.4350112090788,-5.59545405170463,9.5715785748558,wave,wave,wave,wave
411,12.3282895504858,25.0148639021741,17.3935327428479,-4.06640626666994,12.8713957797785,wave,wave,wave,wave
412,11.7622744148115,23.5808544900616,18.2268195852058,-5.48258537892849,8.73638443660433,wave,wave,wave,wave
413,11.9131124169975,24.3560467027212,18.7686982925725,-5.85591588598661,9.28536416330393,wave,wave,wave,wave
414,11.8328882361886,23.0914100621465,18.9326180433609,-6.09397561556685,8.41943128424742,wave,wave,wave,wave
415,12.0422277965545,25.0079573652446,18.9105070413578,-5.86823702218883,9.74141963037235,wave,wave,wave,wave
416,11.7616868472814,24.6933982359434,18.3988640866541,-5.64807495328205,9.87936687038931,wave,wave,wave,wave
417,12.0553957670214,24.6395600806687,18.9729061230071,-5.92015185368007,9.1895850952301,wave,wave,wave,wave
418,11.3818350250498,23.1726831773867,17.7129195233781,-5.34791554562523,8.75261603313104,wave,wave,wave,wave
419,11.8461391327338,24.3769301857219,18.4983680176789,-5.65274784291166,9.41057776714254,wave,wave,wave,wave
420,11.9490515804372,24.4047369811055,18.885378013068,-5.9387292078004,9.33443433097646,wave,wave,wave,wave
421,11.9958607876791,24.7283283651179,18.8191685698897,-5.82085199585281,9.33759291199735,wave,wave,wave,wave
422,11.5376535080244,22.9903018366647,18.305055477966,-5.77370015327964,8.50291664810758,wave,wave,wave,wave
423,11.9289915216753,24.9974974301962,17.817998303861,-4.89678944551147,10.9128019658318,wave,wave,wave,wave
424,12.2590265878192,25.3707226014896,18.7380661549717,-5.46916842355939,10.7044865000905,wave,wave,wave,wave
425,11.7999122823186,24.5520819323204,18.2441983257848,-5.45021215701367,9.66909414418625,wave,wave,wave,wave
426,11.9567911937992,23.4231116618339,18.9488020790277,-5.99136103225134,8.2728802775433,wave,wave,wave,wave
427,11.566315375544,23.3019727302457,18.1010191385732,-5.54407203452378,8.75512383500422,wave,wave,wave,wave
428,12.0373324836035,25.3563179536824,18.1427023877139,-5.11205436318382,11.1913615208768,wave,wave,wave,wave
429,11.7030009602247,23.3871163610948,18.5113498096584,-5.81181100190171,8.556831795681,wave,wave,wave,wave
430,11.938603568442,24.9092763977317,18.8277509468717,-5.89266051902945,9.71699686915517,wave,wave,wave,wave
431,11.5180606996762,23.3084133312422,18.0240427749581,-5.51158249084772,8.98522580940113,wave,wave,wave,wave
432,11.7262225398241,23.4697452265066,18.6349684010336,-5.91475997228527,8.81176725410884,wave,wave,wave,wave
433,11.8238845330906,24.0907847030157,18.7896841011051,-5.96609731700825,8.8475636456208,wave,wave,wave,wave
434,11.8131284866557,23.9514477111336,18.9014150724552,-6.09014118486737,8.809868390362,wave,wave,wave,wave
435,12.2265922107,25.6197631632512,18.0596930401182,-4.8367686264662,11.8323914569424,wave,wave,wave,wave
436,11.4693712361928,23.7231516724866,17.8724393689386,-5.41597086826535,9.30037405605812,wave,wave,wave,wave
437,11.9168017924733,24.3446522258975,19.0710336583598,-6.15944858054624,8.79128469615099,wave,wave,wave,wave
438,11.7689716727056,23.5461357073644,18.1530271806994,-5.37569982249446,9.50912663456654,wave,wave,wave,wave
439,11.9447993373047,24.5972692549647,18.4530958631879,-5.50894991840365,9.48899581914902,wave,wave,wave,wave
440,11.9684844657509,25.5970086907273,18.4536919548763,-5.49960531061048,10.5006147292936,wave,wave,wave,wave
441,11.5688999030988,22.8822987490475,18.2717359377693,-5.71038140795884,8.39598829401573,wave,wave,wave,wave
442,12.0103074971335,25.0012888889091,18.9476176428165,-5.93456115391412,9.84159637090787,wave,wave,wave,wave
443,11.8537056670474,24.6395644677227,18.2188465768295,-5.37007479429564,10.0533406842215,wave,wave,wave,wave
444,11.9947086992916,24.9139134460461,18.6719081937791,-5.67648869637425,9.93103536195309,wave,wave,wave,wave
445,11.607198606781,23.7821260316752,17.813858845042,-5.21825557645295,9.1179877743768,wave,wave,wave,wave
446,11.3363225501144,20.7954652028465,18.604112749027,-6.27597975582246,7.30720381120851,wave,wave,wave,wave
447,11.7788733953148,24.2924891354213,18.3202316088799,-5.54198285108059,9.57828134535453,wave,wave,wave,wave
448,11.7075951118402,23.6493738831502,18.9254836909432,-6.22491205958414,8.31549827081128,wave,wave,wave,wave
449,11.4262055594571,22.8140903106062,17.8950030231753,-5.47442526632513,8.63011946570346,wave,wave,wave,wave
450,12.0271472829076,25.2511674795317,18.8284535054269,-5.80272797291741,10.1663352434349,wave,wave,wave,wave
451,11.7789578540381,23.0209050758606,18.7803414632332,-6.00633373400453,8.30265059305068,wave,wave,wave,wave
452,11.8403345240853,24.1313814211232,18.4837321433784,-5.64077385903421,9.40811466206743,wave,wave,wave,wave
453,11.5858016834361,24.4553743210564,17.3115365291785,-4.74479001131895,10.4295862311947,wave,wave,wave,wave
454,12.1929503950489,25.3434292596524,18.8508783265961,-5.65854055336845,9.74141515503542,wave,wave,wave,wave
455,11.7307021690828,23.9054786423545,18.4813646193875,-5.75610175447096,8.96477257364884,wave,wave,wave,wave
456,11.4857562814965,22.453453871475,18.8683286505853,-6.38239293230903,7.81599417689472,wave,wave,wave,wave
457,11.898033332347,24.7357044149649,18.1721641806628,-5.27692266443861,10.1450358828472,wave,wave,wave,wave
458,11.8102613693662,24.5011858080693,18.2289110684208,-5.42203491678528,9.94259617626371,wave,wave,wave,wave
459,12.3041562822875,25.2430648419872,19.3268475823764,-6.01436877905373,9.2607281942026,wave,wave,wave,wave
460,11.6659904945839,23.8979225914218,18.5386712434762,-5.88203310082672,9.1456534631179,wave,wave,wave,wave
461,12.0100785666237,25.0868737200068,18.526465110071,-5.52195826412549,10.1014061750828,wave,wave,wave,wave
462,11.7190830269158,24.6443146616254,17.9970143460111,-5.29040741828058,10.0522447111722,wave,wave,wave,wave
463,11.9433939794482,24.3954125719925,18.9583887841588,-6.01305967695213,8.88942972562641,wave,wave,wave,wave
464,12.1732172920048,25.3219776747361,18.9946211214774,-5.81496346076771,9.94700101522542,wave,wave,wave,wave
465,11.8481783023283,25.0159108790389,17.4438821996087,-4.61523660938752,10.8303963970615,wave,wave,wave,wave
466,12.1038168144917,25.3110338400327,19.135585257856,-6.03185168310172,9.88518443811025,wave,wave,wave,wave
467,11.5799999423173,23.3522141586928,18.2000229179228,-5.62515011749121,8.78146500795561,wave,wave,wave,wave
468,11.9913657991168,24.9633763913838,19.0595141552106,-6.07274351395915,9.26908022983672,wave,wave,wave,wave
469,11.7029881641021,23.433715836111,18.4780714607083,-5.78082163971511,8.6277710420222,wave,wave,wave,wave
470,11.8895131152486,24.7015843557173,18.5269475810333,-5.63678507007477,10.2529545262341,wave,wave,wave,wave
471,11.6042145601032,22.2983289723454,18.8168841301231,-6.21922276719997,7.91058738920955,wave,wave,wave,wave
472,11.6888698269468,23.9140142273865,18.1283655808959,-5.43933682430414,9.61755758599689,wave,wave,wave,wave
473,12.1954109851709,25.3525110171716,18.5529985141984,-5.35325243730261,10.7200074143321,wave,wave,wave,wave
474,11.6524998637641,24.5256427564479,17.9834754011967,-5.34751557846152,9.70509255578764,wave,wave,wave,wave
475,11.8267913905518,23.8993221820705,18.4394884473442,-5.61160808016296,8.97578172407117,wave,wave,wave,wave
476,11.7383886735732,23.6809952836487,19.2657836653488,-6.53257532605473,8.25333653656064,wave,wave,wave,wave
477,11.3172491532114,23.0022415577941,17.6781067764903,-5.37397878135097,8.76658615195185,wave,wave,wave,wave
478,11.7188186972611,24.3496836667655,18.0921004261686,-5.38014334344109,9.88247863449138,wave,wave,wave,wave
479,11.880107570411,25.0865734151527,17.9796802006462,-5.1119223872492,10.2824763030301,wave,wave,wave,wave
480,11.6891486447112,24.1153499729468,17.8452502879466,-5.16089096911753,9.83305114368398,wave,wave,wave,wave
481,11.9516569372096,25.0405582370976,18.6117332682932,-5.66645562557739,9.84593406023934,wave,wave,wave,wave
482,11.6547368813246,23.2685462602638,18.5410806650733,-5.88759512947415,8.46879981691048,wave,wave,wave,wave
483,12.2536882963353,25.1058802533823,19.4346882807424,-6.16737083314851,9.3581435996318,wave,wave,wave,wave
484,11.5365776374542,23.7067876175463,17.8462433692465,-5.32350377585398,9.09104642289294,wave,wave,wave,wave
485,11.7402387947588,23.4136516123678,19.2808167592569,-6.53445054266588,8.08805754665746,wave,wave,wave,wave
486,11.6559071081113,24.1050053358692,17.9256442059771,-5.27566227720015,9.68515856585892,wave,wave,wave,wave
487,12.0920438768299,25.3092176028256,18.2628083971506,-5.17381422348844,10.3823161293212,wave,wave,wave,wave
488,11.8012786274756,24.515617795876,17.7293857343934,-4.93524462551545,10.5539662811152,wave,wave,wave,wave
489,11.6063254238734,22.6848226484735,18.4398803888649,-5.84794994264749,8.35775067503773,wave,wave,wave,wave
490,11.9418530373306,24.5313129273785,18.6676298492309,-5.72645579105495,9.20252491882218,wave,wave,wave,wave
491,11.6737217378733,23.0044389439672,18.7545647023373,-6.08161690621025,8.32552925546109,wave,wave,wave,wave
492,12.0110047783056,24.9742316002932,18.7022142241522,-5.69922789796307,9.62036332265409,wave,wave,wave,wave
493,11.7559531138612,24.8234400322187,17.4343341069001,-4.69842324791333,11.7229521038495,wave,wave,wave,wave
494,12.0460967747808,24.5487515739775,18.819472341846,-5.76591270279975,9.27314754266352,wave,wave,wave,wave
495,11.7867090186067,24.6465765242824,18.2609802776434,-5.48524723571539,9.77556560021746,wave,wave,wave,wave
496,11.7471467462566,24.2788608189924,18.0663682885016,-5.32872127412705,9.41600360678564,wave,wave,wave,wave
497,12.0141853179228,24.2881317499335,19.0810962856486,-6.05750865165669,8.88938325116752,wave,wave,wave,wave
498,11.4397196051708,23.4715304270767,17.8107391248826,-5.37996325774284,9.04855210911481,wave,wave,wave,wave
499,11.8880029943785,24.7102080951223,18.43918932915,-5.55661043963066,9.92735843396579,wave,wave,wave,wave
500,11.8442244150897,24.5256926063292,17.9725274249211,-5.13251998082481,10.2048698785652,wave,wave,wave,wave
